source,author,title,description,url,urlToImage,publishedAt,content,source_name
"{'id': None, 'name': 'NDTV News'}",Agence France-Presse,'That's It For Me As A Coach' Says Ex-Liverpool Manager Jurgen Klopp,"Jurgen Klopp has ruled out a return to coaching in the near future, including for the vacant England job, saying Wednesday ""as of today, that's it for me as a coach"".",https://sports.ndtv.com/football/thats-it-for-me-as-a-coach-says-ex-liverpool-manager-jurgen-klopp-6232808,"https://c.ndtvimg.com/2022-08/4t56lce_jurgen-klopp-afp-_625x300_23_August_22.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",2024-07-31T13:51:28Z,"Jurgen Klopp has ruled out a return to coaching in the near future, including for the vacant England job, saying Wednesday ""as of today, that's it for me as a coach"". Speaking at a German Football Co… [+2152 chars]",NDTV News
"{'id': 'football-italia', 'name': 'Football Italia'}",Susy Campanale,Agent: Soulé ‘did not even listen’ to Leicester City when Roma called,Matias Soulé completed his transfer to Roma and his agent confirmed the player ‘did not want to even listen’ to Leicester City’s proposal and hints Juventus had to sell ‘due to financial problems.’,https://football-italia.net/agent-soule-did-not-listen-leicester-city-roma/,https://icdn.football-italia.net/wp-content/uploads/2024/07/Matias-Soule-Roma.jpg,2024-07-31T13:38:57Z,"Matias Soulé completed his transfer to Roma and his agent confirmed the player did not want to even listen to Leicester Citys proposal and hints Juventus had to sell due to financial problems.
The A… [+2278 chars]",Football Italia
"{'id': None, 'name': 'BBC News'}",BBC Sport,Klopp distances himself from England job,"Former Liverpool boss Jurgen Klopp says taking the England job would be ""the biggest loss of face in the history of football"".",https://www.bbc.com/sport/football/articles/c6p2y79xy0wo,https://ichef.bbci.co.uk/news/1024/branded_sport/74ff/live/2009f410-4f3c-11ef-aebc-6de4d31bf5cd.png,2024-07-31T13:14:24Z,"Former Liverpool boss Jurgen Klopp says it would be ""the biggest loss of face in the history of football"" if he were to take the England job.
The German has been linked with the vacancy along with o… [+1149 chars]",BBC News
"{'id': None, 'name': 'Incrediblethings.com'}",Jimmy Bell,10 of the Biggest Sporting Upsets in History,"Sport has a magical way of surprising us, especially when the underdog defies all odds and emerges victorious. These moments are what make sports so thrilling and unpredictable. 1. Leicester City Winning the Premier League (2015-2016) Leicester City, a team t…",https://incrediblethings.com/money/casino/10-of-the-biggest-sporting-upsets-in-history/,https://incrediblethings.com/wp-content/uploads/2020/11/bigstock-Sport-Objects-On-Black-And-Spo-324918952.jpg,2024-07-31T13:08:37Z,"Sport has a magical way of surprising us, especially when the underdog defies all odds and emerges victorious. These moments are what make sports so thrilling and unpredictable.
1. Leicester City Wi… [+6455 chars]",Incrediblethings.com
"{'id': 'four-four-two', 'name': 'FourFourTwo'}",Steven Chicken,Kylian Mbappe makes extravagant purchase just weeks after joining Real Madrid,Kylian Mbappe has spent an awful lot of money less than a month after being unveiled as a Real Madrid player,https://www.fourfourtwo.com/news/kylian-mbappe-makes-extravagant-purchase-just-a-few-weeks-after-joining-real-real-madrid,https://cdn.mos.cms.futurecdn.net/pyZ7RmmTNh7rDax6DAdRbi-1200-80.jpg,2024-07-31T13:00:53Z,"Kylian Mbappe has taken over a majority stake in French second-tier side Caen.
Properly know as Stade Malherbe Caen, the club were once on the verge of signing a young Mbappe before the former yo-yo… [+2704 chars]",FourFourTwo
"{'id': None, 'name': 'Digital Trends'}",Simon Cohen,Sony is now the official headphones of the NFL,Sony takes on a sponsorship that has been vacant since Bose decided not to renew its relationship with the NFL.,https://www.digitaltrends.com/home-theater/sony-official-headphones-nfl/,https://www.digitaltrends.com/wp-content/uploads/2024/07/sony-nfl-jordan-love.jpg?resize=1200%2C630&p=1,2024-07-31T13:00:05Z,"For eight years, NFL fans got used to seeing the familiar Bose logo on coaches’ sideline headsets. However, Bose chose not to renew its licensing deal for the 2022 season, and the league’s headsets h… [+2182 chars]",Digital Trends
"{'id': None, 'name': 'New York Post'}",Jared Schwartz,Josko Gvardiol went from feeling ‘lost’ to becoming Manchester City’s hero,"Josko Gvardiol remembers the feeling well. It certainly wasn’t pleasant, and took him a while to shake.",https://nypost.com/2024/07/31/sports/josko-gvardiol-went-from-feeling-lost-to-be-manchester-city-hero/,https://nypost.com/wp-content/uploads/sites/2/2024/07/newspress-collage-roykguozr-1722280527363.jpg?quality=75&strip=all&1722266241&w=1024,2024-07-31T13:00:00Z,"Josko Gvardiol remembers the feeling well. 
It certainly wasnt pleasant, and took him a while to shake.  
Yes, Manchester Citys stud defender would eventually become one of the teams heroes, scorin… [+5125 chars]",New York Post
"{'id': None, 'name': 'Sky Sports'}",Alison Conroy & Luke Shanley,"'Value the player, not the league' - Rodgers' warning to O'Riley suitors","Brendan Rodgers has warned clubs that in-demand midfielder Matt O'Riley will not be leaving Celtic on the cheap, telling them to ""value the player, not the league.""",https://www.skysports.com/football/news/11787/13188098/celtic-brendan-rodgers-warning-to-matt-oriley-suitors-value-the-player-not-the-league,https://e0.365dm.com/24/07/1600x900/skysports-matt-oriley-celtic_6643926.jpg?20240731143254,2024-07-31T12:53:00Z,"Brendan Rodgers has warned clubs that in-demand midfielder Matt O'Riley will not be leaving Celtic on the cheap, telling them to ""value the player, not the league.""
The Scottish Premiership champion… [+2468 chars]",Sky Sports
"{'id': None, 'name': 'Forbes'}","James Nalton, Contributor, 
 James Nalton, Contributor
 https://www.forbes.com/sites/jamesnalton/",The Plight Of Tulsa Athletic Hints At Deeper Issues In The NPSL And Lower League American Soccer,"The reigning NPSL champion was suspended, supposedly due to issues with its home ground, but there may problems below the surface at league level.",https://www.forbes.com/sites/jamesnalton/2024/07/31/the-plight-of-tulsa-athletic-hints-at-deeper-issues-in-the-npsl-and-lower-league-american-soccer/,"https://imageio.forbes.com/specials-images/imageserve/66aa2a21eb413a573a4d7b8c/0x0.jpg?format=jpg&crop=1748,983,x396,y81,safe&height=900&width=1600&fit=bounds",2024-07-31T12:49:22Z,"KANSAS CITY, KS - APRIL 25: Tulsa Athletic players applaud their travelling fans at the end of the ... [+] game at Children's Mercy Park on April 25, 2023 in Kansas City, Kansas. (Photo by Bill Barre… [+7871 chars]",Forbes
"{'id': None, 'name': 'Sky Sports'}",Alison Conroy and Gordon Duncan,'Fire still lit' for McInnes after almost 20 years of management,The enthusiasm for football is very much still there for Kilmarnock manager Derek McInnes as he enters his 18th year of management.,https://www.skysports.com/football/news/11791/13188040/kilmarnock-fire-still-lit-for-derek-mcinnes-after-almost-20-years-of-management,https://e0.365dm.com/24/07/1600x900/skysports-derek-mcinnes-kilmarnock_6643844.jpg?20240731131149,2024-07-31T12:15:00Z,"The enthusiasm for football is very much still there for Derek McInnes as he enters his 18th year of management.
He moved to Kilmarnock in 2022 after spells with Aberdeen, Bristol City and St Johnst… [+3313 chars]",Sky Sports
"{'id': None, 'name': 'Forbes'}","Emmet Gates, Contributor, 
 Emmet Gates, Contributor
 https://www.forbes.com/sites/emmetgates/",Roma Quietly Building Exciting Squad As Matias Soule Is Announced,"Roma completed the signing of Matias Soule this week from Juventus and, after adding Enzo Le Fee and potentially Artem Dovbyk, they are putting together a good side.",https://www.forbes.com/sites/emmetgates/2024/07/31/roma-quietly-building-exciting-squad-as-matias-soule-is-announced/,https://imageio.forbes.com/specials-images/imageserve/66aa2468c7ab171e6dd83804/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-07-31T11:55:33Z,"ROME, ITALY - JULY 29: In this image release on July 30, 2024, AS Roma Unveil New Signing Matias ... [+] Soule during his first day at Centro Sportivo Fulvio Bernardini on July 29, 2024 in Rome, Ital… [+3264 chars]",Forbes
"{'id': 'espn', 'name': 'ESPN'}",Bill Connelly,Bill Connelly's best college football games of the 2024 season,These are the top matchups in each conference based on SP+ rankings and how close the games are projected to be.,https://www.espn.com/college-football/insider/story/_/id/40680708/best-college-football-games-2024-season-bill-connelly,https://a2.espncdn.com/combiner/i?img=%2Fphoto%2F2024%2F0730%2Fr1365676_1296x729_16%2D9.jpg,2024-07-31T11:21:48Z,"Talking season is practically over and analyzing season will soon lead to having actual games to break down.
The Power 5 became the Power 4 and the ACC, Big 12, Big Ten and SEC added new teams and d… [+6580 chars]",ESPN
"{'id': 'four-four-two', 'name': 'FourFourTwo'}",Steven Chicken,"Gareth Southgate to make shock return to football, replacing fan-favourite: report",Former England boss Gareth Southgate is available after standing down from the Three Lions job,https://www.fourfourtwo.com/news/gareth-southgate-to-make-shock-return-to-football-replacing-fan-favourite-report,https://cdn.mos.cms.futurecdn.net/Bvt6JhL6zsWgWn4anAjoAC-1200-80.jpg,2024-07-31T10:30:01Z,"Gareth Southgate could find his next job offer forthcoming after departing the post as England manager following his side’s defeat to Spain in the Euro 2024 final earlier this month.
England reached… [+2377 chars]",FourFourTwo
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed],[Removed]
"{'id': None, 'name': 'Sky Sports'}",Sahil Jaidka,Rangers close in on Twente captain Pröpper signing,Rangers have agreed a deal to sign FC Twente captain Robin Pröpper.,https://www.skysports.com/football/news/11788/13187959/rangers-transfers-rangers-agree-deal-for-fc-twente-captain-robin-propper,https://e0.365dm.com/24/07/1600x900/skysports-propper-rangers_6643672.jpg?20240731110916,2024-07-31T10:00:00Z,"Rangers have agreed a deal to sign FC Twente captain Robin Pröpper.
The centre-back is now expected to have a medical ahead of his move to Glasgow.
Pröpper, 30, moved to Dutch club FC Twente in 202… [+3707 chars]",Sky Sports
"{'id': None, 'name': 'Just Arsenal News'}",Admin Martin,Arsenal ponders whether to allow Aaron Ramsdale to leave on loan,"Arsenal is considering allowing Aaron Ramsdale to leave on loan after Nottingham Forest showed interest in such an agreement. Ramsdale wants to play, but after David Raya won the most clean sheets in the Premier League last season, it is hard to see him getti…",https://www.justarsenal.com/arsenal-ponders-whether-to-allow-aaron-ramsdale-to-leave-on-loan/372464,https://icdn.justarsenal.com/wp-content/uploads/2023/09/fbl-eng-pr-everton-arsenal-3.jpg,2024-07-31T09:45:00Z,"Arsenal is considering allowing Aaron Ramsdale to leave on loan after Nottingham Forest showed interest in such an agreement.
Ramsdale wants to play, but after David Raya won the most clean sheets i… [+1237 chars]",Just Arsenal News
"{'id': 'espn', 'name': 'ESPN'}",Reuters,City cautious with Haaland's muscle 'discomfort',"Manchester City forward Erling Haaland has been experiencing muscle discomfort, manager Pep Guardiola said",https://www.espn.com/soccer/story/_/id/40687888/man-city-cautious-erling-haaland-muscle-discomfort,https://a3.espncdn.com/combiner/i?img=%2Fphoto%2F2024%2F0731%2Fr1366021_1296x729_16%2D9.jpg,2024-07-31T09:37:27Z,"Jul 31, 2024, 05:19 AM ET
Manchester City forward Erling Haaland has been experiencing muscle discomfort, manager Pep Guardiola said, after the Norwegian was substituted at half-time for the second … [+1721 chars]",ESPN
"{'id': None, 'name': 'Sky Sports'}",Alison Conroy and Gordon Duncan,Naismith challenges Hearts to 'achieve more',"Hearts head coach Steven Naismith believes they can ""achieve more"" this season despite facing a ""tougher challenge.""",https://www.skysports.com/football/news/11790/13187934/hearts-steven-naismith-challenges-hearts-to-achieve-more,https://e0.365dm.com/24/07/1600x900/skysports-naismith-hearts-steven_6630381.jpg?20240718092237,2024-07-31T09:30:00Z,"Hearts head coach Steven Naismith believes they can ""achieve more"" this season despite facing a ""tougher challenge.""
The Jambos finished third last season, 12 points ahead of the rest, and secured a… [+2732 chars]",Sky Sports
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed],[Removed]
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed],[Removed]
"{'id': None, 'name': 'SB Nation'}",chapulana,Newcastle's Nick Pope breaks silence on Euro 2024 snub,The goalie revealed he received no explanation for his international omission.,https://cominghomenewcastle.sbnation.com/2024/7/31/24208529/newcastles-nick-pope-breaks-silence-on-euro-2024-snub,https://cdn.vox-cdn.com/thumbor/l1Ph8X-tZc2Hqq_Zi7caxetfliU=/0x239:3196x1912/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25550125/2163913397.jpg,2024-07-31T09:00:00Z,"Photo by Harriet Massey/Newcastle United via Getty Images

 

 The goalie revealed he received no explanation for his international omission. Newcastle United starting goalkeeper and former England … [+3270 chars]",SB Nation
"{'id': None, 'name': 'Sky Sports'}",Lyall Thomas,"The big striker search: Latest on David, Osimhen and Gyokeres","Strikers are expected to be in high-demand this summer, with Arsenal, Aston Villa, Chelsea and Tottenham among the Premier League clubs understood to be on the lookout for a new forward.",https://www.skysports.com/football/news/11095/13187892/the-big-striker-search-latest-on-jonathan-david-victor-osimhen-viktor-gyokeres-and-alexander-isak,https://e0.365dm.com/24/07/1600x900/skysports-football-transfers_6643714.jpg?20240731113619,2024-07-31T08:42:00Z,"Strikers are expected to be in high-demand this summer, with Arsenal, Aston Villa, Chelsea and Tottenham among the Premier League clubs understood to be on the lookout for a new forward.
In fact, Sk… [+14024 chars]",Sky Sports
"{'id': None, 'name': 'SB Nation'}",Emmanuel Odey,Julian Alvarez Considering Future Away from Manchester City,Argentine Star To Decide After Olympics,https://bitterandblue.sbnation.com/2024/7/31/24209993/julian-alvarez-considering-future-away-from-manchester-city,https://cdn.vox-cdn.com/thumbor/zlkp30XLfh8AqLo_r83dHyi-t3A=/0x185:2089x1279/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25553481/2163941721.jpg,2024-07-31T08:30:00Z,"Photo by Claudio Villa/Getty Images

 

 Argentine Star To Decide After Olympics It is rather interesting that at the time when Manchester City manager Pep Guardiola is leading the fight against exc… [+1982 chars]",SB Nation
"{'id': 'four-four-two', 'name': 'FourFourTwo'}",Joe Mewis,Victor Osimhen's agent lashes out and demands 'respect' after Chelsea transfer links,Napoli striker Victor Osimhen's agent has taken to social media following reports linking him with Chelsea,https://www.fourfourtwo.com/news/victor-osimhens-agent-lashes-out-and-demands-respect-after-chelsea-transfer-links,https://cdn.mos.cms.futurecdn.net/g3FYXLjDAuv3uj8GGGY6gC-1200-80.jpg,2024-07-31T08:17:39Z,"The agent of Napoli striker Victor Osimhen has taken to social media to hit out at the latest transfer rumour involving his client and demand ‘respect’ from the media. 
The future of the Nigerian st… [+2912 chars]",FourFourTwo
"{'id': None, 'name': 'The Denver Post'}",The Associated Press,"Today in History: July 31, Phelps sets Olympic medal record","On July 31, 2012, at the Summer Olympics in London, swimmer Michael Phelps won his 19th Olympic medal, becoming the most decorated Olympian of all time.",https://www.denverpost.com/2024/07/31/today-in-history-july-31-phelps-sets-olympic-medal-record/,https://www.denverpost.com/wp-content/uploads/2024/07/GettyImages-149589150.jpg?w=1024&h=681,2024-07-31T08:00:16Z,"Today is Wednesday, July 31, the 213th day of 2024. There are 153 days left in the year.
Today in history:
On July 31, 2012, at the Summer Olympics in London, swimmer Michael Phelps won his 19th Ol… [+2941 chars]",The Denver Post
"{'id': None, 'name': 'Boston Herald'}",Associated Press,"Today in History: July 31, Phelps sets Olympic medal record","On July 31, 2012, at the Summer Olympics in London, swimmer Michael Phelps won his 19th Olympic medal, becoming the most decorated Olympian of all time.",https://www.bostonherald.com/2024/07/31/today-in-history-july-31-phelps-sets-olympic-medal-record/,https://www.bostonherald.com/wp-content/uploads/2024/07/GettyImages-149589150.jpg?w=1024&h=681,2024-07-31T08:00:16Z,"Today is Wednesday, July 31, the 213th day of 2024. There are 153 days left in the year.
Today in history:
On July 31, 2012, at the Summer Olympics in London, swimmer Michael Phelps won his 19th Ol… [+2941 chars]",Boston Herald
"{'id': None, 'name': 'SB Nation'}",Roker Report,Fan Letters: “Both Adil Aouchiche and Chris Rigg would deserve to start ahead of Jobe”,RR reader Alan Jackson feels that Jobe often ‘flatters to deceive’ and that we have better options available. Got something to say? Email us: RokerReport@yahoo.co.uk,https://rokerreport.sbnation.com/2024/7/31/24209410/fan-letters-both-adil-aouchiche-and-chris-rigg-would-deserve-to-start-ahead-of-jobe,https://cdn.vox-cdn.com/thumbor/0lGObZXSd5A2ZhXKfVNRPy4_OVQ=/0x0:2220x1162/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25551817/2162768268.jpg,2024-07-31T05:00:00Z,"Photo by Ian Horrocks/Sunderland AFC via Getty Images

 


 RR reader Alan Jackson feels that Jobe often ‘flatters to deceive’ and that we have better options available. Got something to say? Email … [+10153 chars]",SB Nation
"{'id': None, 'name': 'The Punch'}",Abiodun Adewale,Osimhen’s agent denies Chelsea loan,"Victor Osimhen’s agent Roberto Calenda has rubbished reports about the Nigeria striker joining Chelsea on loan with an option to buy amid negotiations with English Premier League giants, PUNCH Sports Extra reports. Calenda broke his silence on the protracted …",https://punchng.com/osimhens-agent-denies-chelsea-loan/,https://cdn.punchng.com/wp-content/uploads/2024/03/21132227/Victor-Osimhen-22.jpeg,2024-07-31T00:48:47Z,"Victor Osimhens agent Roberto Calenda has rubbished reports about the Nigeria striker joining Chelsea on loan with an option to buy amid negotiations with English Premier League giants, PUNCH Sports … [+1924 chars]",The Punch
"{'id': None, 'name': 'GameSpot'}",Steven Petite,Ted Lasso Blu-Ray Box Set Gets Launch-Day Discount At Amazon And Limited-Edition Poster,"Ted Lasso: The Complete Series on Blu-ray 
 $75 (was $85) 
See at Amazon See at Amazon (DVD) 
Ted Lasso: The Complete Series is now available on Blu-ray and DVD (as of July 30). The box set contains all three seasons of Apple TV's smash hit as well as a li…",https://www.gamespot.com/articles/ted-lasso-blu-ray-box-set-gets-launch-day-discount-at-amazon-and-limited-edition-poster/1100-6523264/,https://www.gamespot.com/a/uploads/screen_kubrick/1595/15950357/4343360-tedlasso.jpg,2024-07-31T00:19:00Z,Ted Lasso: The Complete Series is now available on Blu-ray and DVD (as of July 30). The box set contains all three seasons of Apple TV's smash hit as well as a limited-edition double-sided poster. Am… [+2393 chars],GameSpot
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,1970-01-01T00:00:00Z,[Removed],[Removed]
"{'id': None, 'name': 'Worldsoccertalk.com'}",Chris Moore,Norwegian clubs to decide if VAR will be banned,Soccer matches in Norway continue to be interrupted by fan protests over the use of VAR. An Eliteserien game between Rosenborg BK and Lillestrom on July 21st was halted four different times as fans threw objects onto the pitch. Unlike many other European divi…,https://worldsoccertalk.com/news/norwegian-clubs-to-decide-if-var-will-be-banned/,https://worldsoccertalk.com/api/request-image/?proxy=https://ds-images.bolavip.com/news/image?src=https%3A%2F%2Fimages.worldsoccertalk.com%2Fjpg%2Ffull%2FWST_20240730_WST_519318_Norway-VAR-vote.jpg[ampersand]width=1200[ampersand]height=740,2024-07-30T19:12:07Z,Soccer matches in Norway continue to be interrupted by fan protests over the use of VAR. An Eliteserien game between Rosenborg BK and Lillestrom on July 21st was halted four different times as fans t… [+3036 chars],Worldsoccertalk.com
"{'id': None, 'name': 'NBCSports.com'}",NBC Sports,10 All-Americans Named to Outland Trophy Watch List,Tuesday morning the preseason candidates for the Outland Trophy were announced.,https://www.nbcsports.com/college-football/all-american-bowl/news/10-all-americans-named-to-outland-trophy-watch-list,https://s.yimg.com/ny/api/res/1.2/pwzp_DatJjp5EvUg34fWdQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/nbcsports.com/374bd1e950f6bf4cdc35a4f32fee6c4d,2024-07-30T19:08:22Z,"Tyleik Williams (Manassas, Virginia/ Unity Reed H.S.), the Ohio State University commit, was officially honored today as a 2021 All-American.
Tuesday morning the preseason candidates for the Outland… [+1639 chars]",NBCSports.com
"{'id': None, 'name': 'NBCSports.com'}",NBC Sports,Ten All-Americans Named to Bronko Nagurski Trophy Watch List,Earlier today the preseason candidates for the 2024 Bronko Nagurski Trophy were announced.,https://www.nbcsports.com/college-football/all-american-bowl/news/nine-all-americans-named-to-bronko-nagurski-trophy-watch-list,https://s.yimg.com/ny/api/res/1.2/ApiEHJHGEBsaIveqKOdV9A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/nbcsports.com/2b11bc567cc4aac2f13026d2d2c62cdc,2024-07-30T18:59:14Z,Caleb Downs was named the winner of the award which is given annually to the nations most outstanding high school senior football player and is the most distinguished individual award given in high s… [+1686 chars],NBCSports.com
"{'id': None, 'name': 'NBCSports.com'}",NBC Sports,12 All-Americans Named to Maxwell Award Watch List,"Monday morning the Maxwell Football Club released the watchlist for the annual Maxwell Award, presented annually to the outstanding player in college football. 12 former All-American Bowl athletes were named to the watch list.",https://www.nbcsports.com/college-football/all-american-bowl/news/12-all-americans-named-to-maxwell-award-watch-list,https://s.yimg.com/ny/api/res/1.2/O30I4LsJwxuki8wqK3fMCA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/nbcsports.com/6bebeaca3bd18f32c5072cf29ccb0fee,2024-07-30T18:51:38Z,"Monday morning the Maxwell Football Club released the watchlist for the annual Maxwell Award, presented annually to the outstanding player in college football.
12 former All-American Bowl athletes w… [+1086 chars]",NBCSports.com
"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Andy Hunter,Jake O’Brien credits Séamus Coleman and Sean Dyche after sealing €20m Everton move,23-year-old Republic of Ireland defender hails Coleman ‘the best captain’ he has had,https://www.irishtimes.com/sport/soccer/2024/07/30/jake-obrien-credits-seamus-coleman-and-sean-dyche-after-sealing-20m-everton-move/,https://www.irishtimes.com/resizer/v2/GHV76MIZFNFRJEKYLBFRSWZZFY.jpg?smart=true&auth=79253d28b1eaaabd08d2b29c9ed666cd7334cc5cb713ef8bb586b2e0fe5ab51f&width=1200&height=630,2024-07-30T18:44:21Z,Jake OBrien has credited his international captain Séamus Coleman and Sean Dyches development of young defenders as key reasons for rejecting several Premier League clubs in favour of a move to Evert… [+2317 chars],The Irish Times
"{'id': None, 'name': 'Forbes'}","Zak Garner-Purkis, Contributor, 
 Zak Garner-Purkis, Contributor
 https://www.forbes.com/sites/zakgarnerpurkis/",The Numbers Condemning Manchester United’s Old Trafford To Demolition,"Unlike Tottenham Hotspur, who were constrained by being based in a dense city where building costs are high, United is in an area of large disused industrial sites.",https://www.forbes.com/sites/zakgarnerpurkis/2024/07/30/the-numbers-condemning--manchester-uniteds-old-trafford-to-demolition/,https://imageio.forbes.com/specials-images/imageserve/66a9050ce7f8afbfb110c2ba/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-07-30T18:30:07Z,"MANCHESTER, ENGLAND - MAY 12: A general view as the drainage pipe in the roofs of the Sir Alex ... [+] Ferguson Stand and East Stand leaks and pours onto the seats below following heavy rainfall afte… [+6355 chars]",Forbes
"{'id': None, 'name': 'HYPEBEAST'}",info@hypebeast.com (Hypebeast),Manchester United Is Back in Blue for the 24/25 Season,"Blue might be one the furthest colors associated with Manchester United, but some of the club’s most cherished moments have come in its alternate strip. Who could forget when Cristiano Ronaldo, fresh off winning his first UEFA Champions League title, hammered…",https://hypebeast.com/2024/7/manchester-united-2024-us-tour-away-kit-marcus-rashford-interview,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2024%2F07%2F29%2Fmanchester-united-2024-us-tour-away-kit-marcus-rashford-interview-tw.jpg?w=1080&cbr=1&q=90&fit=max,2024-07-30T18:23:52Z,"Blue might be one the furthest colors associated with Manchester United, but some of the clubs most cherished moments have come in its alternate strip. Who could forget when Cristiano Ronaldo, fresh … [+4231 chars]",HYPEBEAST
"{'id': None, 'name': 'newsBTC'}",Keshav Verma,Dogecoin & Other Memecoins Seeing Less Interest Than Bitcoin: Data,Data shows social media users are currently not paying much attention to memecoins like Dogecoin (DOGE) as compared to Bitcoin (BTC) and other top caps. Bitcoin & Other Layer 1 Top Caps Getting All The Investor Focus Right Now According to data from the analy…,http://www.newsbtc.com/news/dogecoin/dogecoin-memecoins-less-bitcoin-bullish/,https://www.newsbtc.com/wp-content/uploads/2024/07/doge.png?fit=1792%2C1024,2024-07-30T18:00:46Z,"Keshav is currently a senior writer at NewsBTC and has been attached to the website since June 14, 2021. Keshav has been writing for many years, first as a hobbyist and later as a freelancer. He has … [+2820 chars]",newsBTC
"{'id': 'four-four-two', 'name': 'FourFourTwo'}",Joe Mewis,What Enzo Fernandez did on his return to Chelsea training following racism storm,Fernandez posted a video of a chant containing racist and transphobic lyrics while Argentina celebrated their Copa America win,https://www.fourfourtwo.com/news/what-enzo-fernandez-did-on-his-return-to-chelsea-training-following-racism-storm,https://cdn.mos.cms.futurecdn.net/NcqbNCfoX36qeoiiDpMRyL-1200-80.jpg,2024-07-30T18:00:33Z,Enzo Fernandez has rejoined his Chelsea teammates on the club’s tour of the USA and reportedly issued an immediate apology following his part in the race controversy that followed Argentina’s Copa Am… [+2284 chars],FourFourTwo
"{'id': None, 'name': 'Forbes'}","Zak Garner-Purkis, Contributor, 
 Zak Garner-Purkis, Contributor
 https://www.forbes.com/sites/zakgarnerpurkis/",Chelsea Set To Lose Most Under-Appreciated Player In England,England has a habit of demonizing individual players as the ‘cause’ of a bad performance. Those who lack the reputation of bigger stars are often the fall guys,https://www.forbes.com/sites/zakgarnerpurkis/2024/07/30/chelsea-set-to-lose-most-under-appreciated-player-in-england/,https://imageio.forbes.com/specials-images/imageserve/66a8c0fa2595a24b208277e6/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-07-30T17:30:03Z,"LONDON, ENGLAND - MARCH 17: Chelsea players enter a huddle prior to the Emirates FA Cup Quarter ... [+] Final between Chelsea FC and Leicester City FC at Stamford Bridge on March 17, 2024 in London, … [+5300 chars]",Forbes
"{'id': 'espn', 'name': 'ESPN'}",James Olley,"Reviving Arsenal: Kroenke reflects on Super League fallout, Arteta's success",Arsenal owner Josh Kroenke sits down with ESPN to talk about KSE's vision for the Premier League giants and how it's translating to success.,https://www.espn.com/soccer/story/_/id/40676836/how-josh-kroenke-kse-revitalised-arsenal-title-interview,https://a2.espncdn.com/combiner/i?img=%2Fphoto%2F2024%2F0730%2Fr1365397_1296x729_16%2D9.jpg,2024-07-30T16:53:37Z,"LOS ANGELES -- Arsenal co-chair Josh Kroenke is in a tent looking out over a field at Loyola Marymount University, where Arsenal manager Mikel Arteta and LA Rams head coach Sean McVay have just finis… [+20716 chars]",ESPN
"{'id': None, 'name': 'Independent.ie'}",Daniel McDonnell,Jake O’Brien seals ‘dream’ move to Everton in deal expected to reach £20million in add-ons,Jake O’Brien says he is determined to repay the faith that Everton have shown in him after finalising his switch to the Premier League for an ‘undisclosed fee’ that is expected to reach €20m with basic add-ons.,https://www.independent.ie/sport/soccer/premier-league/jake-obrien-seals-dream-move-to-everton-in-deal-expected-to-reach-20million-in-add-ons/a1509639025.html,https://focus.independent.ie/thumbor/IvXKmtA0xoV2E1lhen_GVAVIrgg=/15x0:2737x1814/629x0/prod-mh-ireland/d6a6fb4e-b20d-4851-8e8c-80e92ab8e52a/bc81d8be-8f38-4fa4-8ad7-1e159915102f/d6a6fb4e-b20d-4851-8e8c-80e92ab8e52a.jpg,2024-07-30T16:50:51Z,Jake OBrien says he is determined to repay the faith that Everton have shown in him after finalising his switch to the Premier League for an undisclosed fee that is expected to reach 20m with basic a… [+3761 chars],Independent.ie
